week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,proptotal_atleast1dose,proptotal_partially,proptotal_fully,numeligible_atleast1dose,numeligible_partially,numeligible_fully,propeligible_atleast1dose,propeligible_partially,propeligible_fully,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_atleast1dose,propweekdelta_fully
2021-06-19,11,Prince Edward Island,Île-du-Prince-Édouard,108886,88845,20041,68.21,55.66,12.56,108886,88845,20041,77.44,63.19,14.25,,,,
2021-06-19,12,Nova Scotia,Nouvelle-Écosse,687356,604630,82726,70.18,61.74,8.45,687355,604630,82725,78.91,69.41,9.5,,,,
2021-06-19,13,New Brunswick,Nouveau-Brunswick,521157,391439,129718,66.69,50.09,16.60,521152,391434,129718,75.16,56.45,18.71,,,,
2021-06-19,24,Quebec,Québec,5941900,4378224,1563676,69.30,51.06,18.24,5941900,4378224,1563676,79.34,58.46,20.88,,,,
2021-06-19,35,Ontario,Ontario,9677721,6800058,2877663,65.68,46.15,19.53,9670643,6795738,2874905,74.78,52.55,22.23,,,,
2021-06-19,46,Manitoba,Manitoba,849464,564359,285105,61.59,40.92,20.67,849371,564273,285098,72.66,48.27,24.39,,,,
2021-06-19,47,Saskatchewan,Saskatchewan,697898,410866,287032,59.21,34.86,24.35,697835,410803,287032,70.26,41.36,28.9,,,,
2021-06-19,48,Alberta,Alberta,2638391,1563338,1075053,59.67,35.35,24.31,2624944,1550393,1074551,69.79,41.22,28.57,,,,
2021-06-19,59,British Columbia,Colombie-Britannique,3475832,2577295,898537,67.52,50.07,17.46,3466600,2568069,898531,75.74,56.11,19.63,,,,
2021-06-19,60,Yukon,Yukon,28065,2419,25646,66.74,5.75,60.99,28065,2419,25646,77.51,6.68,70.83,,,,
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,29559,4007,25552,65.45,8.87,56.58,29522,3970,25552,77.86,10.47,67.39,,,,
2021-06-19,62,Nunavut,Nunavut,19818,4072,15746,50.36,10.35,40.01,19818,4072,15746,67.91,13.95,53.96,,,,
2021-06-26,1,Canada,Canada,25457783,14834665,10323685,66.98,39.03,27.16,25424200,14807919,10315964,76.58,44.6,31.07,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,378807,,79374,72.55,,15.20,376337,,76020,80.45,,16.25,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,114323,85997,28326,71.62,53.87,17.75,114323,85997,28326,81.31,61.16,20.15,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,698309,530068,168241,71.30,54.12,17.18,698307,530067,168240,80.16,60.85,19.31,,,,
2021-06-26,13,New Brunswick,Nouveau-Brunswick,531086,331314,199772,67.96,42.40,25.56,531081,331309,199772,76.59,47.78,28.81,,,,
2021-06-26,24,Quebec,Québec,5996061,3835569,2160492,69.93,44.73,25.20,5996061,3835569,2160492,80.06,51.21,28.85,,,,
2021-06-26,35,Ontario,Ontario,9864684,5695604,4169080,66.95,38.66,28.30,9857535,5691815,4165720,76.22,44.01,32.21,,,,
2021-06-26,46,Manitoba,Manitoba,870030,434761,435269,63.08,31.52,31.56,869931,434675,435256,74.42,37.19,37.24,,,,
2021-06-26,47,Saskatchewan,Saskatchewan,709804,307170,402634,60.22,26.06,34.16,709737,307103,402634,71.46,30.92,40.54,,,,
2021-06-26,48,Alberta,Alberta,2663494,1371422,1292072,60.23,31.01,29.22,2649806,1358711,1291095,70.45,36.13,34.33,,,,
2021-06-26,59,British Columbia,Colombie-Britannique,3549916,2230265,1319651,68.96,43.33,25.64,3539902,2220267,1319635,77.34,48.51,28.83,,,,
2021-06-26,60,Yukon,Yukon,30298,3719,26579,72.05,8.84,63.21,30298,3719,26579,83.68,10.27,73.4,,,,
2021-06-26,61,Northwest Territories,Territoires du Nord-Ouest,30013,3920,26093,66.46,8.68,57.78,29924,3831,26093,78.92,10.1,68.82,,,,
2021-06-26,62,Nunavut,Nunavut,20958,4856,16102,53.26,12.34,40.92,20958,4856,16102,71.82,16.64,55.18,,,,
2021-07-03,1,Canada,Canada,25814113,11889171,13649085,67.92,31.28,35.91,25779760,11865273,13639600,77.65,35.74,41.09,,,,
2021-07-03,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,384504,,108647,73.65,,20.81,381941,,107054,81.65,,22.89,,,,
2021-07-03,11,Prince Edward Island,Île-du-Prince-Édouard,117146,80140,37006,73.39,50.21,23.18,117146,80140,37006,83.32,57,26.32,,,,
2021-07-03,12,Nova Scotia,Nouvelle-Écosse,703055,426125,276930,71.79,43.51,28.28,703053,426124,276929,80.71,48.92,31.79,,,,
2021-07-03,13,New Brunswick,Nouveau-Brunswick,537738,263386,274352,68.81,33.70,35.11,537733,263381,274352,77.55,37.98,39.57,,,,
2021-07-03,24,Quebec,Québec,6047440,3244562,2802878,70.53,37.84,32.69,6047440,3244562,2802878,80.75,43.32,37.43,,,,
2021-07-03,35,Ontario,Ontario,10006851,4450276,5556575,67.92,30.20,37.71,9999807,4447079,5552728,77.32,34.39,42.94,,,,
2021-07-03,46,Manitoba,Manitoba,894428,310956,583472,64.85,22.55,42.30,894328,310874,583454,76.51,26.59,49.91,,,,
2021-07-03,47,Saskatchewan,Saskatchewan,719088,229308,489780,61.01,19.45,41.55,719017,229237,489780,72.39,23.08,49.31,,,,
2021-07-03,48,Alberta,Alberta,2717857,941532,1776325,61.46,21.29,40.17,2703612,931277,1772335,71.88,24.76,47.12,,,,
2021-07-03,59,British Columbia,Colombie-Britannique,3603679,1930844,1672835,70.01,37.51,32.50,3593458,1920659,1672799,78.51,41.96,36.55,,,,
2021-07-03,60,Yukon,Yukon,30670,3370,27300,72.93,8.01,64.92,30670,3370,27300,84.7,9.31,75.4,,,,
2021-07-03,61,Northwest Territories,Territoires du Nord-Ouest,30252,3734,26518,66.99,8.27,58.72,30150,3632,26518,79.52,9.58,69.94,,,,
2021-07-03,62,Nunavut,Nunavut,21405,4938,16467,54.39,12.55,41.84,21405,4938,16467,73.35,16.92,56.43,,,,
2021-07-10,1,Canada,Canada,26132832,9269386,16625117,68.76,24.39,43.74,26091468,9246942,16612850,78.59,27.85,50.04,,,,
2021-07-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,392429,,154100,75.16,,29.52,385499,,153823,82.41,,32.88,,,,
2021-07-10,11,Prince Edward Island,Île-du-Prince-Édouard,119619,71364,48255,74.94,44.71,30.23,119619,71364,48255,85.08,50.76,34.32,,,,
2021-07-10,12,Nova Scotia,Nouvelle-Écosse,711307,317857,393450,72.63,32.46,40.17,711306,317856,393450,81.66,36.49,45.17,,,,
2021-07-10,13,New Brunswick,Nouveau-Brunswick,545759,198756,347003,69.84,25.43,44.40,545759,198756,347003,78.71,28.66,50.04,,,,
2021-07-10,24,Quebec,Québec,6095711,2634767,3460944,71.09,30.73,40.36,6095711,2634767,3460944,81.39,35.18,46.21,,,,
2021-07-10,35,Ontario,Ontario,10142704,3283639,6859065,68.84,22.29,46.55,10133601,3280800,6852801,78.36,25.37,52.99,,,,
2021-07-10,46,Manitoba,Manitoba,914318,237861,676457,66.29,17.25,49.04,914212,237775,676437,78.21,20.34,57.87,,,,
2021-07-10,47,Saskatchewan,Saskatchewan,728808,170974,557834,61.83,14.51,47.33,728731,170897,557834,73.37,17.21,56.16,,,,
2021-07-10,48,Alberta,Alberta,2748058,763338,1984720,62.15,17.26,44.88,2733546,754381,1979165,72.68,20.06,52.62,,,,
2021-07-10,59,British Columbia,Colombie-Britannique,3650613,1579638,2070975,70.92,30.69,40.23,3640088,1569249,2070839,79.53,34.28,45.24,,,,
2021-07-10,60,Yukon,Yukon,31062,2952,28110,73.87,7.02,66.85,31062,2952,28110,85.79,8.15,77.63,,,,
2021-07-10,61,Northwest Territories,Territoires du Nord-Ouest,30545,3541,27004,67.64,7.84,59.79,30435,3446,26989,80.27,9.09,71.18,,,,
2021-07-10,62,Nunavut,Nunavut,21899,4699,17200,55.65,11.94,43.71,21899,4699,17200,75.04,16.1,58.94,,,,
2021-07-17,1,Canada,Canada,26464518,7149597,19111718,69.63,18.81,50.29,26378812,7097877,19085009,79.46,21.38,57.49,,,,
2021-07-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,397427,,194224,76.12,,37.20,388439,,192513,83.04,,41.15,,,,
2021-07-17,11,Prince Edward Island,Île-du-Prince-Édouard,121760,63125,58635,76.28,39.55,36.73,121760,63125,58635,86.6,44.9,41.7,,,,
2021-07-17,12,Nova Scotia,Nouvelle-Écosse,724947,239735,485212,74.02,24.48,49.54,724945,239733,485212,83.22,27.52,55.7,,,,
2021-07-17,13,New Brunswick,Nouveau-Brunswick,552390,151210,401180,70.69,19.35,51.34,552390,151210,401180,79.67,21.81,57.86,,,,
2021-07-17,24,Quebec,Québec,6147597,2114204,4033393,71.70,24.66,47.04,6147292,2113899,4033393,82.08,28.23,53.86,,,,
2021-07-17,35,Ontario,Ontario,10269103,2421176,7847927,69.70,16.43,53.26,10263784,2419291,7844493,79.36,18.71,60.66,,,,
2021-07-17,46,Manitoba,Manitoba,929567,195231,734336,67.40,14.15,53.24,929458,195144,734314,79.51,16.69,62.82,,,,
2021-07-17,47,Saskatchewan,Saskatchewan,736199,140434,595765,62.46,11.91,50.55,736119,140359,595760,74.11,14.13,59.98,,,,
2021-07-17,48,Alberta,Alberta,2811893,567724,2244169,63.59,12.84,50.75,2751628,528344,2223284,73.16,14.05,59.11,,,,
2021-07-17,59,British Columbia,Colombie-Britannique,3689083,1247164,2441919,71.66,24.23,47.44,3678571,1237267,2441304,80.37,27.03,53.34,,,,
2021-07-17,60,Yukon,Yukon,31306,2622,28684,74.45,6.24,68.21,31306,2622,28684,86.46,7.24,79.22,,,,
2021-07-17,61,Northwest Territories,Territoires du Nord-Ouest,30874,3305,27569,68.36,7.32,61.05,30748,3216,27532,81.09,8.48,72.61,,,,
2021-07-17,62,Nunavut,Nunavut,22372,3667,18705,56.85,9.32,47.53,22372,3667,18705,76.66,12.57,64.1,,,,
2021-07-24,1,Canada,Canada,26724953,5377875,21181732,70.32,14.15,55.73,26638288,5329313,21150661,80.24,16.05,63.71,,,,
2021-07-24,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,399946,,234600,76.60,,44.93,391102,,232788,83.61,,49.76,,,,
2021-07-24,11,Prince Edward Island,Île-du-Prince-Édouard,123074,53500,69574,77.10,33.52,43.59,123074,53500,69574,87.53,38.05,49.48,,,,
2021-07-24,12,Nova Scotia,Nouvelle-Écosse,728671,172169,556502,74.40,17.58,56.82,728664,172166,556498,83.65,19.76,63.88,,,,
2021-07-24,13,New Brunswick,Nouveau-Brunswick,559511,114947,444564,71.60,14.71,56.89,559511,114947,444564,80.69,16.58,64.11,,,,
2021-07-24,24,Quebec,Québec,6199110,1603526,4595584,72.30,18.70,53.60,6198844,1603260,4595584,82.77,21.41,61.36,,,,
2021-07-24,35,Ontario,Ontario,10383281,1811180,8572101,70.47,12.29,58.18,10377964,1809485,8568479,80.25,13.99,66.26,,,,
2021-07-24,46,Manitoba,Manitoba,943121,157256,785865,68.38,11.40,56.98,943014,157172,785842,80.67,13.45,67.23,,,,
2021-07-24,47,Saskatchewan,Saskatchewan,743305,117710,625595,63.06,9.99,53.08,743237,117642,625595,74.83,11.84,62.99,,,,
2021-07-24,48,Alberta,Alberta,2835849,450323,2385526,64.13,10.18,53.95,2774343,412091,2362252,73.76,10.96,62.81,,,,
2021-07-24,59,British Columbia,Colombie-Britannique,3723811,888507,2835304,72.34,17.26,55.08,3713389,880357,2833032,81.13,19.23,61.9,,,,
2021-07-24,60,Yukon,Yukon,31502,2333,29169,74.91,5.55,69.36,31502,2333,29169,87,6.44,80.56,,,,
2021-07-24,61,Northwest Territories,Territoires du Nord-Ouest,31161,3065,28096,69.00,6.79,62.21,31033,3001,28032,81.84,7.91,73.93,,,,
2021-07-24,62,Nunavut,Nunavut,22611,3359,19252,57.46,8.54,48.92,22611,3359,19252,77.48,11.51,65.97,,,,
2021-07-31,1,Canada,Canada,26959193,4196982,22627118,70.94,11.04,59.54,26872882,4151278,22592569,80.95,12.5,68.05,,,,
2021-07-31,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,403456,,268363,77.28,,51.40,395635,,266600,84.58,,56.99,,,,
2021-07-31,11,Prince Edward Island,Île-du-Prince-Édouard,124374,44208,80166,77.92,27.69,50.22,124374,44208,80166,88.46,31.44,57.02,,,,
2021-07-31,12,Nova Scotia,Nouvelle-Écosse,736474,119095,617379,75.20,12.16,63.04,736471,119093,617378,84.54,13.67,70.87,,,,
2021-07-31,13,New Brunswick,Nouveau-Brunswick,564995,95505,469490,72.30,12.22,60.08,564995,95505,469490,81.48,13.77,67.71,,,,
2021-07-31,24,Quebec,Québec,6239807,1223575,5016232,72.77,14.27,58.50,6239527,1223295,5016232,83.31,16.33,66.98,,,,
2021-07-31,35,Ontario,Ontario,10485065,1447489,9037576,71.16,9.82,61.34,10479733,1445953,9033780,81.03,11.18,69.85,,,,
2021-07-31,46,Manitoba,Manitoba,958899,109205,849694,69.52,7.92,61.60,958798,109138,849660,82.02,9.34,72.69,,,,
2021-07-31,47,Saskatchewan,Saskatchewan,749213,101278,647935,63.56,8.59,54.97,749136,101207,647929,75.42,10.19,65.23,,,,
2021-07-31,48,Alberta,Alberta,2857468,387596,2469872,64.62,8.77,55.86,2795134,349951,2445183,74.32,9.3,65.01,,,,
2021-07-31,59,British Columbia,Colombie-Britannique,3757483,661552,3095931,72.99,12.85,60.14,3747258,655519,3091739,81.87,14.32,67.55,,,,
2021-07-31,60,Yukon,Yukon,31730,2257,29473,75.45,5.37,70.09,31716,2243,29473,87.59,6.19,81.4,,,,
2021-07-31,61,Northwest Territories,Territoires du Nord-Ouest,27429,2146,25283,60.74,4.75,55.98,27305,2090,25215,72.01,5.51,66.5,,,,
2021-07-31,62,Nunavut,Nunavut,22800,3076,19724,57.94,7.82,50.12,22800,3076,19724,78.13,10.54,67.59,,,,
2021-08-07,1,Canada,Canada,27148415,3631799,23516616,71.43,9.56,61.88,27067464,3588008,23479456,81.53,10.81,70.72,,,,
2021-08-07,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,407370,108925,298445,78.02,20.86,57.16,405477,108770,296707,86.68,23.25,63.43,,,,
2021-08-07,11,Prince Edward Island,Île-du-Prince-Édouard,125502,34786,90716,78.62,21.79,56.83,125502,34786,90716,89.26,24.74,64.52,,,,
2021-08-07,12,Nova Scotia,Nouvelle-Écosse,744097,94606,649491,75.98,9.66,66.32,744094,94604,649490,85.42,10.86,74.56,,,,
2021-08-07,13,New Brunswick,Nouveau-Brunswick,569147,86334,482813,72.83,11.05,61.78,569142,86329,482813,82.08,12.45,69.63,,,,
2021-08-07,24,Quebec,Québec,6284820,980304,5304516,73.30,11.43,61.86,6284534,980018,5304516,83.91,13.09,70.83,,,,
2021-08-07,35,Ontario,Ontario,10553582,1232979,9320603,71.63,8.37,63.26,10548305,1231558,9316747,81.56,9.52,72.04,,,,
2021-08-07,46,Manitoba,Manitoba,965803,97210,868593,70.02,7.05,62.98,965704,97144,868560,82.61,8.31,74.3,,,,
2021-08-07,47,Saskatchewan,Saskatchewan,753286,93096,660190,63.91,7.90,56.01,753210,93027,660183,75.83,9.37,66.47,,,,
2021-08-07,48,Alberta,Alberta,2874086,357953,2516133,65.00,8.10,56.90,2811086,320872,2490214,74.74,8.53,66.21,,,,
2021-08-07,59,British Columbia,Colombie-Britannique,3787832,538479,3249353,73.58,10.46,63.12,3777683,533856,3243827,82.53,11.66,70.87,,,,
2021-08-07,60,Yukon,Yukon,31939,2096,29843,75.95,4.98,70.97,31903,2060,29843,88.11,5.69,82.42,,,,
2021-08-07,61,Northwest Territories,Territoires du Nord-Ouest,27989,2077,25912,61.98,4.60,57.38,27862,2030,25832,73.48,5.35,68.13,,,,
2021-08-07,62,Nunavut,Nunavut,22962,2954,20008,58.35,7.51,50.84,22962,2954,20008,78.68,10.12,68.56,,,,
